Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Subaru,STI,2009,Used,Manual,Petrol,2000,94000,16500000
Toyota,Land Cruiser Sahara,2013,Used,Automatic,Diesel,4500,172000,48700000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11900000
Suzuki,Wagon R FX,2025,Reconditioned,Automatic,Petrol,660,10600,8375000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,0,9575000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,55000,9275000
BMW,740Le,2017,Used,Automatic,Petrol,2000,50000,39800000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,0,9575000
Mercedes Benz,E300,2015,Used,Tiptronic,Diesel,2100,63000,18950000
Suzuki,Wagon R FX,2025,Reconditioned,Automatic,Petrol,660,4500,8375000
Suzuki,Wagon R FX,2025,Reconditioned,Automatic,Petrol,660,4500,8375000
Volvo,S60,2016,Used,"Automatic Edition: T6 AWD Drive-Engine Performance: 316 HP, 400 Nm, 8-speed automatic gearbox (7,000 RPM) Acceleration: 0 - 100 km/h in 5.6 seconds (Top speed: 250 km/h)",Petrol,2000,31000,15900000
Toyota,Vanguard,2010,Used,Automatic,Petrol,2400,138000,9800000
Mini,Cooper,1968,Used,Manual,Petrol,1300,45000,2900000
Suzuki,Alto,2008,Used,Automatic,Petrol,660,140000,4275000
Toyota,Harrier,2014,Used,Automatic,Hybrid,2500,180000,19500000
Toyota,Vitz,2018,Used,Automatic,Petrol,1000,51000,8150000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,19450000
Suzuki,Swift,2010,Used,Manual,Petrol,1300,210000,5875000
Audi,Q3,2023,Used,Tiptronic,Petrol,1500,15000,27000000
Maruti Suzuki,800,2007,Used,Manual,Petrol,800,70500,2380000
Land Rover,Defender,2026,Brand New,Tiptronic,Hybrid,2000,0,82000000
BMW,X1,2025,Used,Tiptronic,Petrol,1500,5000,34250000
BMW,i3,2015,Used,Automatic,Electric,75,45000,6375000
Honda,Vezel,2026,Brand New,Tiptronic,Hybrid,1500,0,19500000
Honda,Vezel,2026,Brand New,Tiptronic,Hybrid,1500,0,21000000
Mitsubishi,Montero,2001,â 100% Accident-Free,Automatic,Diesel,3200,196000,14800000
Toyota,Vitz,2017,Used,Automatic,Petrol,1000,74000,8200000
Volkswagen,T-Cross,2023,Used,Tiptronic,Petrol,1000,19000,12750000
Toyota,Corolla,1991,Used,Manual,Petrol,1290,294754,1875000
Toyota,CHR,2019,Used,Automatic,Petrol,1200,41000,15650000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11850000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1500,131451,8290000
Honda,Vezel,2025,Used,Automatic,Hybrid,1500,19000,18350000
Toyota,Corolla,2008,Used,Automatic,Petrol,1587,186000,6675000
Toyota,Vios,2004,Used,Manual,Petrol,1500,163000,4675000
Daihatsu,Taft,2025,Reconditioned,CVT Automatic,Petrol,660,2300,8700000
Toyota,Corolla,1984,Used,Manual,Petrol,1500,1000000,1350000
Audi,A3,2015,Used,Automatic,Petrol,1800,65000,13500000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,20000,10390000
Toyota,Roomy,2025,Import,Automatic,Petrol,1000,9000,10800000
Toyota,Raize,2025,Import,Automatic,Petrol,1000,5000,12900000
Mitsubishi,Lancer,1985,Used,Manual,Petrol,1500,150000,1380000
Hyundai,Tucson,2012,Used,Automatic,Diesel,1995,96000,8500000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,1990,101200,12950000
Suzuki,Wagon R FZ,2018,Used,Automatic,Petrol,650,120000,6900000
Toyota,Corolla,1996,Used,Automatic,Petrol,1500,220000,3625000
Mazda,Familia,1987,Used,Manual,Petrol,1320,52100,2150000
Audi,A3,2023,Excellent / Like Brand New,Automatic,Petrol,1000,2000,19750000
Toyota,CHR,2018,Reconditioned,Automatic,Petrol,1200,128000,14250000
Audi,A3,2025,Reconditioned,Automatic,Petrol,1000,8000,19850000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1000,0,13600000
Daihatsu,Move,2024,Reconditioned,Automatic,Petrol,660,8500,8950000
Honda,Other Model,2024,Reconditioned,Automatic,Petrol,660,6000,9490000
Audi,Q2,2018,Used,Automatic,Petrol,1000,80000,12950000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,2000,100000,13800000
Honda,N-Box,2024,Reconditioned,Automatic,Petrol,660,8500,8950000
Toyota,Allion,2007,Used,Automatic,Petrol,1500,120000,8850000
Suzuki,S-Cross,2017,Used,Tiptronic,Petrol,1000,79664,10200000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,8400,7750000
Mitsubishi,ASX,2014,Used,Automatic,Petrol,2000,160000,8490000
Mercedes Benz,GLB,2025,Brand New,Automatic,Petrol,1300,0,39000000
Honda,City,2001,Used,Automatic,Petrol,1500,159000,4450000
Suzuki,Spacia Hybrid X,2024,Reconditioned,Automatic,Hybrid (Petrol),660,2900,8800000
Toyota,Yaris Cross,2026,Import,Automatic,Hybrid,1500,0,24700000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,660,1800,8500000
Nissan,Sunny,1987,Used,Manual,Petrol,1300,100000,1675000
Toyota,Passo,2016,Used,Automatic,Petrol,998,79980,7090000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11000000
Mazda,CX-5,2013,Used,Automatic,Petrol,2000,174000,10575000
Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650,83000,6450000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,143000,7600000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11700000
Honda,Vezel,2015,Used,Automatic,Hybrid,1500,120000,9800000
Audi,A3,2024,Import,Automatic,Hybrid,1000,13500,16500000
Toyota,Raize,2026,Reconditioned,Automatic,Hybrid,1200,8,15100000
Nissan,Navara,2008,Used,Manual,Diesel,2500,157999,5700000
Toyota,Toyota Yaris G LED,2026,Brand New (0 KM),CVT Automatic,Petrol,1000,0,11500000
Honda,Civic,1985,Used,Manual,Petrol,1500,110000,1575000
Mercedes Benz,GLA 200,2015,Used,Automatic,Petrol,1599,145000,14500000
Suzuki,Celerio,2016,Used,Automatic,Petrol,1000,85000,5575000
Nissan,X-Trail,2016,Used,Automatic,Hybrid,2000,198000,9400000
Mitsubishi,Lancer,1985,Used,Manual,Petrol,1500,344400,850000
Suzuki,Celerio,2015,Used,Automatic,Petrol,998,82293,5525000
Audi,Audi Q3 Sportback 35 TFSI S line,2025,Brand New / High Grade Japan Unit,7-Speed S tronic Automatic,Petrol,1500,5000,31000000
Suzuki,Wagon R,2024,Reconditioned,Automatic,Hybrid,650,30000,8675000
Nissan,Bluebird,2011,Used,Automatic,Petrol,1500,171063,7500000
Nissan,Roox,2024,Reconditioned,Automatic,Hybrid,658,28000,8950000
Perodua,Axia,2019,Used,Automatic,Petrol,1000,91100,6700000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,8600000
Nissan,Cefiro,2004,Used,Automatic,Petrol,2400,159000,5500000
Kia,Sorento,2015,Used,Automatic,Diesel,2200,125000,17000000
Honda,Vezel,2023,Import,Automatic,Hybrid,1500,24500,17350000
Toyota,Raize,2025,Used,Automatic,Hybrid,1200,10000,14500000
Toyota,Camry,2013,Used,Automatic,Hybrid,2494,120000,16900000
Toyota,Aqua,2015,Used,Automatic,Hybrid,1496,146000,8650000
Toyota,Vitz,2019,Used,Automatic,Petrol,1000,81000,9085000
Audi,Q5,2015,Used,Automatic,Petrol,2000,79800,19500000
Suzuki,Estilo,2011,Used,Manual,Petrol,1000,41464,4300000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21800000
Nissan,Dayz,2024,Used,Automatic,Petrol,650,3000,9100000
Toyota,Land Cruiser Prado,2025,Import,Automatic,Petrol,3500,10000,93800000
Suzuki,Wagon R,2024,Used,Automatic,Petrol,650,12000,8875000
Perodua,Viva Elite,2011,Used,Manual,Petrol,1000,118000,4000000
Toyota,Hilux,2010,Used,Manual,Diesel,2494,185000,13000000
Toyota,Raize,2024,Reconditioned,Automatic,Petrol,1200,19000,12495000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Nissan,X-Trail,2003,Used,Manual,Petrol,2488,235955,6500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11950000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,19000000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14090000
Mitsubishi,eK Wagon,2025,Brand New,Automatic,Petrol,650,0,7390000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14750000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,80,11700000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15650000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,4200,6995000
Audi,Q5,2011,Used,Automatic,Petrol,2000,190000,11500000
Nissan,Dayz,2026,Brand New,Automatic,Hybrid,660,1900,8795000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11250000
Nissan,Dayz,2025,Reconditioned,Automatic,Hybrid,660,1200,9000000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,650,200,9575000
Toyota,Passo,2023,Reconditioned,Automatic,Petrol,1000,5000,9450000
Honda,Vezel,2024,Reconditioned,Automatic,Petrol,1500,16000,19275000
Daihatsu,Hijet,2024,Reconditioned,Automatic,Petrol,660,18500,6950000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,30000,18350000
Toyota,Vios,2004,Used,Automatic,Petrol,1500,170000,5700000
Toyota,Wigo,2017,- Excellent body condition,Automatic,Petrol,998,81800,6400000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,996,30000,9300000
Suzuki,Every,2025,Import,Automatic,Petrol,660,9500,9350000
Mitsubishi,Montero,2000,Used,Automatic,Petrol,3490,109000,12500000
Daihatsu,Taft,2024,Brand New,Automatic,Petrol,660,2500,8250000
Toyota,Taisor V,2026,Brand New,Automatic,Petrol,1000,0,11950000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,24500,8675000
Daihatsu,Rocky,2026,Brand New,Automatic,Hybrid,1200,0,14200000
Toyota,Starlet,1988,Used,Manual,Diesel,1450,500000,1800000
Daihatsu,Hijet,2025,Reconditioned,Automatic,Petrol,650,2500,7900000
Toyota,Raize,2023,Import,Automatic,Petrol,1000,25000,11200000
Suzuki,Spacia,2024,Import,Automatic,Petrol,660,17650,7975000
Toyota,Taisor V,2026,Brand New,Automatic,Petrol,1000,0,11950000
Toyota,Roomy,2023,Import,Automatic,Petrol,1000,28000,10350000
Suzuki,Wagon R ZX,2025,Reconditioned,Automatic,Hybrid,660,8000,9275000
Suzuki,Baleno,2018,Used,Automatic,Petrol,1000,80000,7600000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,17350000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,46000,9250000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Mazda,Familia,1994,Used,Manual,Petrol,1320,173000,2150000
Suzuki,Spacia,2016,Reconditioned,Automatic,Hybrid,660,85000,6650000
BMW,520d,2013,Used,Automatic,Diesel,1995,123100,17900000
Toyota,Yaris Cross,2026,Brand New,Automatic,Hybrid,1500,0,18950000
Suzuki,Swift,1998,Used,Automatic,Petrol,1000,158689,2200000
Jeep,Wrangler,2016,Used,Tiptronic,Diesel,2800,68000,32900000
Nissan,Patrol,2016,Used,Manual,Diesel,3000,160000,26950000
Mercedes Benz,C350,2016,Used,Tiptronic,Petrol,2000,90000,16900000
Mercedes Benz,CLA 180,2016,Used,Tiptronic,Petrol,1590,108000,15575000
BMW,X5 M,2015,Used,Tiptronic,Diesel,2000,152000,24575000
Suzuki,Swift,2010,Used,Manual,Petrol,1298,125000,4300000
Mercedes Benz,C220,2013,Used,Automatic,Diesel,2143,77000,12850000
Mercedes Benz,GLE 300D,2019,Used,Tiptronic,Diesel,2000,137000,34500000
Land Rover,Discovery,2016,Used,Tiptronic,Diesel,3000,130000,29900000
Land Rover,Range Rover Evoque,2013,Used,Automatic,Diesel,2000,110000,21000000
Toyota,Raize,2023,Reconditioned,Automatic,Petrol,1000,16000,12490000
Honda,Fit,2015,Used,Automatic,Hybrid,1500,69000,9000000
BYD,ATTO 3,2025,Used,Automatic,Electric,150,11000,17000000
Micro,MX 7,2011,Used,Manual,Petrol,1500,196500,3450000
BMW,BMW 523i (F10),2011,â¢ Engine & gearbox 100%,Automatic,Petrol,2999,82000,18000000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,0,7990000
Toyota,Hilux,2024,Used,Automatic,Diesel,2800,17800,25500000
Toyota,Other Model,2026,Brand New,Automatic,Diesel,2800,0,31400000
Toyota,Yaris Cross,2025,Excellent / Brand New (specify as applicable),Automatic (CVT),Petrol + Plug-in Hybrid,1500,0,16200000
Toyota,Voxy,2014,Used,Automatic,Hybrid,1800,138553,16000000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,660,20000,7585000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Toyota,Raize,2023,Brand New,Automatic,Petrol,1200,8000,13600000
MG,ZS,2019,Used,Automatic,Petrol,1000,60800,9000000
Toyota,RAV4,2003,Used,Automatic,Petrol,1990,190000,5600000
Daihatsu,Charade,1982,Used,Manual,Petrol,1000,139000,700000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,0,7650000
Mercedes Benz,EQB 250 Premium Plus,2022,Used,Automatic,Electric,140,3000,27500000
DFSK,Glory,2016,Used,Manual,Diesel,1200,106800,5000000
Toyota,Hilux,2025,Used,Automatic,Diesel,2800,150,27000000
Nissan,Dayz,2024,Reconditioned,Automatic,Petrol,658,14409,7850000
Micro,Voleex,2013,Used,Automatic,Petrol,1500,100000,3800000
Hyundai,Santafe,2012,Used,Automatic,Diesel,2200,169000,10500000
Toyota,Crown,1998,Used,Automatic,Diesel,2500,91000,10200000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,650,2100,7200000
Volvo,S60,2001,Used,Automatic,Petrol,2400,160000,4975000
Renault,KWID,2016,Used,Manual,Petrol,800,65000,3950000
Honda,CRV,2018,Used,Automatic,Petrol,1500,92000,16500000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,2000,7350000
Toyota,Axio,2007,Used,Automatic,Petrol,1500,190000,7300000
Land Rover,Range Rover Sport,2017,Used,Automatic,Petrol,3000,91000,38500000
Toyota,Starlet,1996,Used,Automatic,Petrol,1331,140151,3995000
Honda,Vezel,2023,Reconditioned,Automatic,Hybrid,1500,38000,17500000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,0,7250000
Honda,Civic,2018,Used,Automatic,Petrol,1000,10900,13750000
JAC,T9,2026,Brand New,Automatic,Diesel,2000,0,17500000
Honda,Fit,2012,Used,Automatic,Petrol,1300,165000,6700000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,996,35000,8400000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Mercedes Benz,C180,2010,Used,Automatic,Petrol,1597,89175,10300000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Kia,Sportage,2011,Used,Automatic,Petrol,1988,124000,7975000
Daihatsu,Rocky,2024,Reconditioned,Automatic,Petrol,1000,9400,12285000
Toyota,Corolla,2023,Brand New,Automatic,Petrol,1500,9200,18450000
Daihatsu,Mira,2024,Brand New,Automatic,Petrol,650,3150,6895000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,650,0,8135000
Nissan,X-Trail,2015,Used,Automatic,Hybrid,2000,116800,8890000
Nissan,Tiida,2008,Used,Automatic,Petrol,1500,162000,5650000
Toyota,Vios,2007,Used,Automatic,Petrol,1500,135000,5775000
Daihatsu,Terios,2008,Used,Automatic,Petrol,1500,135000,6750000
BMW,318i,2018,Used,Automatic,Petrol,1490,108000,18500000
Toyota,Corolla,1990,Used,Manual,Petrol,1500,225000,2650000
Toyota,Premio,2017,Used,Automatic,Petrol,1500,70000,13950000
Land Rover,Range Rover Sport,2018,Reconditioned,Automatic,Diesel,2000,120000,36500000
Hyundai,Eon,2016,Used,Manual,Petrol,814,87731,4300000
Nissan,Sunny,1987,Used,Manual,Petrol,1500,327600,1700000
Micro,Panda,2015,Used,Manual,Petrol,1000,69000,3490000
Toyota,Vitz,2012,Used,Automatic,Petrol,1000,159000,6690000
Suzuki,Every,1998,Used,Manual,Petrol,650,316561,2550000
Micro,Panda Cross,2013,Used,Manual,Petrol,1300,155000,2975000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,11350000
Toyota,Premio,2016,Used,Automatic,Petrol,1500,126000,14750000
MG,ZS,2026,Used,Automatic,Petrol,1000,2500,13400000
Land Rover,Defender,2012,Used,Manual,Diesel,2200,175000,31500000
Toyota,Roomy,2024,Reconditioned,Automatic,Petrol,996,7122,10975000
Toyota,Urban Cruiser,2026,Brand New,Automatic,Petrol,1000,0,11625000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14550000
Mercedes Benz,C180,2011,Used,Automatic,Petrol,1800,167000,11750000
Volvo,S60,2016,Used,"Automatic Edition: T6 AWD Drive-Engine Performance: 316 HP, 400 Nm, 8-speed automatic gearbox (7,000 RPM) Acceleration: 0 - 100 km/h in 5.6 seconds (Top speed: 250 km/h)",Petrol,2000,31000,15900000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14395000
Toyota,Raize,2024,Brandnew,Automatic,Hybrid,1200,15000,12950000
Nissan,Sunny,1983,Used,Manual,Petrol,1480,298027,680000
BMW,740Le,2016,Used,Automatic,Hybrid,2000,52000,39875000
Toyota,Hilux,2016,Reconditioned,Manual,Diesel,2400,519000,14900000
Toyota,Rush,2025,Reconditioned,Automatic,Petrol,1500,18000,15500000
Ssang Yong,Actyon,2007,Used,Automatic,Diesel,2000,240000,6000000
Toyota,Raize,2023,Reconditioned,Automatic,Petrol,1000,18000,11575000
Nissan,Bluebird,2010,Reconditioned,Automatic,Petrol,1500,153000,6800000
Mercedes Benz,Vito,2017,Used,Automatic,Diesel,2143,82000,30000000
Jeep,Grand Cherokee,2017,Used,Automatic,Petrol,2988,84000,25400000
Nissan,Dayz,2024,Reconditioned,Automatic,Hybrid,660,11000,8675000
Nissan,Dayz,2024,Reconditioned,Automatic,Hybrid,660,10000,8675000
Nissan,Dayz,2023,Reconditioned,Automatic,Petrol,660,15000,8275000
MG,ZS,2019,Used,Automatic,Petrol,1000,60000,9175000
Audi,A6,2013,Reconditioned,Automatic,Hybrid,2000,145000,13500000
Ford,Raptor Ranger,2020,Used,Automatic,Diesel,2000,95000,21500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20000000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Toyota,Land Cruiser Prado,2014,Reconditioned,Automatic,Diesel,3000,176000,38500000
Mercedes Benz,E200,2025,Brand New,Automatic,Petrol,2000,0,66500000
Honda,Insight,2009,Used,Automatic,Hybrid,1300,173000,7090000
Toyota,Land Cruiser Prado,2003,Reconditioned,Manual,Petrol,2700,126000,13900000
Mitsubishi,Eclipse Cross,2020,Used,Tiptronic,Petrol,1500,62000,15800000
Ssang Yong,Kyron,2008,Used,Tiptronic,Diesel,2000,160000,5900000
Ford,Super Duty,2026,Import,Automatic,Diesel,3000,0,36990000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,5000,13790000
DFSK,Glory,2021,Used,Tiptronic,Petrol,1500,29000,10800000
MERCEDES BENZ,CLA 180,2019,used,Tiplronic,Petrol,1500,86000,16200000
Honda,Vezel,2019,Used,Automatic,Hybrid,1500,63850,14275000
Perodua,Axia,2016,Used,Automatic,Petrol,998,138000,5500000
Ford,Fiesta,2017,Used,Automatic,Petrol,1000,84000,6650000
MG,ZS,2018,Used,Automatic,Petrol,1000,97000,8500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14900000
Toyota,Premio,2008,Used,Automatic,Petrol,1800,134083,9550000
Suzuki,Wagon R Stingray,2024,Brand New,Automatic,Petrol,660,0,9500000
Toyota,Raize,2024,Reconditioned,Automatic,Hybrid,1190,34000,13700000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12395000
Toyota,Vitz,2016,Used,Automatic,Petrol,1000,87000,7450000
Nissan,Wingroad,1997,Used,Automatic,Diesel,1970,236600,2700000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,650,0,9600000
Toyota,Aqua,2015,Used,Automatic,Hybrid,1496,103000,8800000
Toyota,Raize,2025,Used,Automatic,Petrol,1000,19000,12490000
Toyota,Axio,2008,Used,Automatic,Petrol,1500,176670,7295000
Audi,Q5,2015,Used,Automatic,Petrol,2000,68665,17995000
Toyota,Wigo,2017,Used,Automatic,Petrol,1000,55793,6500000
Hyundai,Accent,2001,Used,Manual,Petrol,1341,210000,2900000
Isuzu,Other Model,1995,Used,Manual,Diesel,2800,300000,50000000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,0,20500000
Mitsubishi,Montero,2008,Used,Manual,Diesel,2500,160000,10300000
Suzuki,Wagon R,2025,Brand New,Automatic,Hybrid,660,0,9390000
Nissan,Wingroad,1997,Used,Automatic,Diesel,2000,140000,2400000
Mitsubishi,EK Custom,2023,Reconditioned,Automatic,Hybrid,660,5700,8775000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14500000
Toyota,Hilux,2004,Used,Manual,Diesel,2446,300000,5800000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,20,19178000
Honda,Vezel,2025,Used,Automatic,Hybrid,1500,9500,18500000
Honda,Fit Shuttle,2014,Used,Automatic,Hybrid,1320,177000,8975000
Mitsubishi,Montero,2016,Used,Automatic,Diesel,2500,124000,15500000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,11000,7250000
Toyota,Allion,2006,Used,Automatic,Petrol,1500,197000,8200000
Honda,Vezel,2025,Brand New,Automatic,Electric,1500,0,19500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11850000
Toyota,Prius,2008,Used,Automatic,Hybrid,1500,177534,6850000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,650,3750,6975000
Nissan,Dayz,2024,Import,Automatic,Hybrid,660,35000,7400000
Mazda,Other Model,2024,Reconditioned,Automatic,Petrol,650,23000,7500000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,19475000
Toyota,Axio,2015,Used,Automatic,Hybrid,1490,181000,10600000
Honda,N-WGN,2024,Reconditioned,Automatic,Petrol,660,10000,7500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,1000,17500000
Mitsubishi,eK Wagon,2024,Import,Automatic,Petrol,660,10000,7000000
Toyota,Aqua,2024,Reconditioned,Automatic,Hybrid,1500,20000,14500000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,100,14500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,18500000
Toyota,Axio,2024,Reconditioned,Automatic,Hybrid,1500,15000,14750000
Nissan,Dayz,2024,Import,Automatic,Hybrid,660,10000,8000000
Suzuki,Wagon R FX,2024,Reconditioned,Automatic,Hybrid,660,10000,7500000
Toyota,Land Cruiser Prado,2024,Import,Automatic,Petrol,2700,10000,55500000
Nissan,ROOX HIGHWAY STAR X,2024,Import,Automatic,Hybrid,660,17500,8000000
Daihatsu,Tanto,2024,Import,Automatic,Petrol,660,5000,8000000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,20350000
Honda,Vezel,2014,Used,Automatic,Petrol,1500,138000,8900000
Toyota,Hilux,2026,Import,Automatic,Diesel,2800,20,28450000
Honda,N-WGN,2024,Import,Automatic,Petrol,660,15000,8000000
Suzuki,Spacia,2024,Import,Automatic,Hybrid,660,5000,9250000
Daihatsu,Mira,2024,Import,Automatic,Petrol,660,5000,6500000
Suzuki,Alto,2024,Import,Automatic,Hybrid,660,5000,6500000
Honda,N-Box,2024,Import,Automatic,Petrol,660,10000,8500000
Toyota,Land Cruiser Prado,2023,Reconditioned,Automatic,Petrol,2700,15000,50500000
Toyota,Yaris Cross,2023,Reconditioned,Automatic,Hybrid,1500,15000,16000000
Toyota,Roomy,2024,Import,Tiptronic,Petrol,1000,15000,11000000
Toyota,Yaris,2023,Import,Automatic,Petrol,1000,25000,10000000
Toyota,Yaris,2024,Import,Automatic,Petrol,1000,15000,9750000
Toyota,CHR,2017,Used,Automatic,Petrol,1200,98000,13200000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12490000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,1900,7695000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,990,20000,9300000
Mitsubishi,eK Wagon,2025,Brand New,Automatic,Petrol,650,0,7590000
Mitsubishi,Montero,2012,Used,Automatic,Diesel,2500,160000,15000000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11100000
Suzuki,Alto,2015,Used,Manual,Petrol,800,107000,4090000
Subaru,STI,2004,Used,Manual,Petrol,2000,152000,10500000
Kia,Sephia,2000,Used,Automatic,Petrol,1500,123456,2330000
Suzuki,Alto,2015,Used,Manual,Petrol,800,23700,4550000
Suzuki,Alto,2015,Used,Manual,Petrol,800,174000,4175000
Honda,Civic,2018,Used,Tiptronic,Petrol,1000,84000,13000000
Toyota,Raize,2025,Used,Automatic,Hybrid,1200,450,14300000
Suzuki,Wagon R,2026,Import,Automatic,Petrol,660,370,8525000
Honda,Vezel,2025,Used,Automatic,Hybrid,1500,19000,18350000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,8400,7750000
DFSK,Glory 580,2021,Used,Automatic,Petrol,1500,88000,7300000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,0,7250000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,650,0,7250000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,0,7250000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,650,0,9650000
Honda,N-Box,2024,Reconditioned,Automatic,Petrol,660,13500,9490000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,1000,25000,10690000
Daihatsu,Move,2025,Brand New,Automatic,Petrol,660,100,9890000
Suzuki,Celerio,2015,Used,Manual,Petrol,1000,95000,4675000
Kia,Sorento,2012,Used,Automatic,Diesel,2200,145000,8990000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20800000
Toyota,GT86,2025,Brand New,Automatic,Petrol,2387,0,54900000
Toyota,Vios,2004,Used,Manual,Petrol,1500,251480,4975000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,650,8,9300000
Nissan,Tekna,2026,Brand New,Automatic,Petrol,1000,0,9490000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,18750000
Land Rover,Defender,2023,Reconditioned,Automatic,Petrol,2000,20000,67500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14650000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14900000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14650000
Suzuki,Spacia,2023,Used,Automatic,Petrol,660,25000,9350000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19850000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,250,20850000
